table_id,time_quantum,processes
463,4,"9.4,2.5,3;0.5,0.9,7;8.9,0.5,3;9.4,1.8,5;6.7,0.6,3;8.0,2.3,3;2.0,2.7,1;1.1,5.6,8;3.1,7.9,2;7.3,1.5,7;2.8,3.8,1;1.8,1.6,10;5.8,2.3,2;1.5,2.4,8;8.4,1.6,7;8.4,1.1,3;9.8,1.5,7;2.9,0.6,2;0.8,0.7,4;2.4,0.6,2"
464,2,"9.1,3.1,1;1.5,2.4,5;2.3,1.0,3;1.7,0.8,8;0.7,3.3,6"
465,2,"0,2.0,5;0,7.0,6;0,7.3,5;0,6.1,5;0,13.6,3;0,10.9,5"
466,4,"8.9,1.5,4;1.9,1.6,6;2.4,2.5,7;2.5,2.0,5;1.1,1.5,4;1.8,0.5,9"
467,2,"6.4,4.3,7;6.6,2.5,7;5.8,1.1,7;2.2,1.3,3;5.4,13.5,3;6.4,2.6,6;2.6,4.1,6;8.3,8.0,4;4.0,12.7,7;4.2,8.8,6;8.6,8.1,5;3.5,9.8,4;0.2,3.9,4;5.0,8.7,4;4.2,11.4,3;4.3,11.1,7;1.1,14.3,4;6.7,1.2,5;6.0,10.5,3"
468,3,"16.2,9.4,5;0.9,8.8,10;12.7,7.4,7;11.3,8.6,7;2.4,6.1,10;19.1,9.5,8;16.9,6.2,5;18.5,7.0,5;15.6,7.3,9;5.2,5.0,1;10.6,2.7,10;1.0,8.9,8;13.5,9.9,5;2.3,4.1,10"
469,1,"17.4,1.6,6;12.5,2.9,6;19.6,4.7,8;2.6,9.8,8;11.8,9.2,9;17.6,7.0,8;14.3,3.7,7;9.9,6.4,1;7.5,2.8,6;18.1,1.7,5;1.6,4.6,5;13.8,3.0,10"
470,2,"0.4,2.3,9;9.9,0.9,10;3.1,2.1,1;2.8,3.4,5;5.6,1.0,2"
471,3,"3.2,0.5,10;6.5,1.3,4;3.2,0.8,1;5.6,2.5,3;7.1,2.5,6;0.3,1.9,10;7.9,1.1,8;0.9,0.8,3;8.9,1.3,8;6.3,1.2,5;4.6,2.0,4;9.2,1.6,2;5.2,1.3,9;5.1,3.9,8;10.0,3.5,10;3.9,2.0,10;7.4,1.0,9;6.9,2.6,4"
472,5,"3.1,1.2,4;0,11.9,4;1.9,5.0,5;4.0,14.4,7"
473,2,"6.5,2.4,7;4.9,2.1,5;3.5,6.2,7;8.7,6.1,4;6.6,14.2,6;4.1,6.2,7;1.7,15.0,7;2.1,7.7,6;2.6,8.1,3;5.8,7.9,3;3.5,10.1,3;3.6,10.0,5;2.8,12.4,6;2.5,3.1,7"
474,5,"0.9,8.2,7;4.0,3.5,7;5.6,8.4,6;1.4,1.8,4;3.5,1.8,7;5.0,1.0,6;1.7,2.1,3;1.4,8.9,3;3.4,3.3,7;2.0,13.9,7;4.5,4.6,6;4.9,6.0,5;2.3,12.8,6;1.7,4.8,7;4.9,11.5,6;2.8,3.1,3;2.5,3.2,3;4.5,5.6,3;2.4,4.8,4;4.7,13.4,7"
475,4,"1.9,2.3,3;0.3,3.1,3;0.5,14.6,3;3.0,7.0,4;0.8,13.8,5;4.9,14.5,7;5.9,3.6,6;2.8,5.5,7"
476,,"0,9.6,5;0,9.1,5;0,9.3,5;0,9.2,5;0,10.0,5;0,9.0,5;0,9.5,5;0,9.2,5;0,9.2,5;0,8.6,5;0,10.0,5;0,9.0,5;0,10.4,5;0,10.2,5"
477,4,"9.2,0.8,4;7.8,7.1,3;9.4,2.4,6;10.0,1.9,6;9.7,2.5,5;1.1,0.9,9;6.2,2.2,5;5.4,5.1,10;9.8,3.8,5;0.3,0.7,9;4.7,1.8,2;9.1,1.2,3;5.8,0.9,5;5.6,0.5,3;8.9,1.6,6;0.9,2.1,7;6.4,1.2,7;4.5,0.9,10"
478,2,"2.4,0.6,5;3.1,2.2,8;5.8,8.4,4;7.6,2.8,10;10.0,4.6,2;1.6,2.5,1;8.6,4.8,3;3.1,9.0,4;1.1,0.6,3;3.7,2.2,9;8.9,0.8,8;4.2,0.7,8;0.6,7.5,9;8.4,1.2,1"
479,5,"2.9,12.1,3;2.4,5.2,3;1.7,10.4,3;0,5.6,5;1.4,4.1,6;1.2,14.6,5;0,14.8,6"
480,3,"3.5,1.5,7;5.2,4.1,6;4.5,2.2,7;3.0,3.5,4;3.8,10.4,6;1.5,9.1,4;5.4,8.9,7;5.1,11.0,6;4.5,10.5,5;2.6,11.4,4;7.7,5.7,3;5.7,1.9,7;4.5,14.7,5;3.9,10.0,5;6.7,2.3,5;9.9,4.5,4;2.4,2.1,5;6.6,2.0,3;2.9,11.5,4;5.4,5.3,5"
481,4,"6.8,1.6,8;3.9,5.4,8;2.7,0.8,8;9.4,0.7,9;4.2,4.4,6;8.0,10.6,6;7.0,3.6,4;7.3,1.8,3;6.5,2.9,9;2.5,2.1,9;5.6,0.5,6;8.2,0.6,6;4.4,1.9,3;2.9,2.7,1;0.6,6.3,7;0.3,2.2,8;3.2,7.2,4;7.1,1.9,8;4.2,1.4,9"
482,2,"6.9,12.5,7;0,7.1,5;1.7,3.9,4;5.8,7.5,6;3.7,12.6,3;0.1,4.0,6;4.2,13.5,3;1.2,13.2,3;0.6,12.4,4;3.0,8.2,4;1.9,13.7,3;1.3,13.4,5;4.2,4.9,4;2.8,5.1,6"
483,2,"3.8,4.2,5;9.4,2.4,2;0.7,0.8,3;5.6,2.9,2;7.2,1.1,9;6.7,0.9,8;7.1,1.4,3;2.2,2.0,7;9.3,2.5,4;6.9,0.7,1;6.8,1.9,5"
484,2,"3.2,6.9,5;7.2,11.4,7;3.1,4.0,3;5.3,2.7,4;0.8,3.1,3;3.5,4.4,4;8.0,11.5,3;3.5,5.0,4;2.1,5.6,5;0.6,2.4,3;1.9,3.7,7;6.2,9.7,3"
485,4,"5.3,1.1,3;8.9,2.0,3;8.3,1.2,9;0.5,2.9,4;6.8,2.5,2;1.0,8.8,7;3.0,1.6,1;4.4,2.0,5;9.5,5.3,6;4.1,1.0,8;0.6,1.0,3;8.0,1.9,1;2.7,2.3,10;8.0,2.5,2;4.3,1.3,3;5.6,5.3,7;2.0,3.0,6;2.6,1.6,8;0.3,3.8,4"
486,3,"6.7,12.3,6;3.5,10.7,3;2.2,5.8,7;1.8,13.7,5;5.8,2.9,3;3.0,12.3,5;5.6,1.5,3;1.1,1.7,6;4.8,13.8,6;2.1,5.0,4"
487,4,"3.3,1.3,7;2.5,8.7,7;0,2.1,4;1.6,5.8,6;3.3,3.5,5;2.3,8.7,7;4.0,4.5,6;1.6,8.9,5"
488,1,"0.8,2.2,3;1.1,2.9,10;4.5,4.3,3;2.3,1.1,2;9.9,1.6,5"
489,1,"9.0,2.4,6;8.7,1.1,8;5.9,4.6,5;4.1,6.5,1"
490,1,"8.3,4.8,10;14.0,6.4,1;2.9,9.2,10;17.7,5.3,5;16.9,8.9,8"
491,4,"1.9,10.8,3;2.1,12.7,5;1.9,13.7,7;5.5,11.7,3;0,15.0,6;0,14.6,3;0.9,12.0,7;0,6.5,4;0,13.6,6;0.6,12.5,5;3.7,10.2,6;1.5,12.6,6;0,9.6,5;0,9.7,5;0,1.7,5"
492,1,"0.1,3.4,8;4.5,1.3,9;6.7,2.9,4;7.4,2.2,2;2.1,1.4,9;0.4,1.7,9"
493,2,"3.7,13.6,7;1.9,6.2,4;1.6,15.0,5;2.0,8.1,6;2.6,1.2,6;1.6,14.9,5;3.7,11.9,4;1.3,6.9,6;5.5,6.9,6;1.2,10.3,7"
494,4,"0.9,2.1,1;3.6,0.5,3;1.2,0.5,5;9.6,1.3,9;9.8,2.1,5;1.7,7.2,9;3.0,2.2,1"
495,,"0,7.2,5;0,7.3,5;0,7.4,5;0,7.9,5;0,8.2,5;0,7.7,5;0,7.9,5;0,7.0,5;0,7.8,5;0,7.7,5;0,7.8,5;0,8.2,5;0,7.7,5;0,7.2,5;0,8.4,5;0,7.9,5"
496,4,"14.9,2.0,10;5.0,8.6,1;12.9,1.3,10;9.4,4.8,8;7.0,2.5,7;17.9,2.5,8;2.1,2.6,8"
497,4,"12.3,2.6,7;7.9,8.0,8;10.0,6.3,5;2.2,6.1,9;4.3,6.8,7;16.2,3.3,8;10.2,9.6,5;11.0,1.2,6;9.6,7.2,5;4.5,5.4,8;3.5,2.8,5;11.3,2.0,6;11.2,9.4,1;1.8,3.1,9;14.6,4.6,9"
498,5,"1.8,9.4,6;0,13.3,3;0,2.3,5;1.8,2.8,5;0,1.0,3;4.6,7.4,7;2.9,4.4,6"
499,1,"8.5,6.4,6;5.1,1.8,7;3.3,1.8,2;2.9,0.6,7;5.7,0.7,4;4.4,3.2,7;4.3,2.0,1;3.7,4.5,3;5.2,2.7,7;4.1,3.3,8;1.0,0.9,4;8.1,2.6,1;7.7,1.2,3;6.8,0.7,3;0.3,2.9,7;3.0,4.9,3;8.9,3.3,5;1.1,0.7,6;7.3,1.6,8"
500,5,"0,1.8,7;0,9.7,6;2.4,4.2,5;0.6,9.8,3;0,11.3,7;0.0,12.0,7;2.8,2.9,4;0,11.0,5;0,5.8,5;4.4,1.2,3;3.4,14.6,7;1.7,14.8,6;4.4,5.4,3;3.9,9.0,4;3.5,2.8,5"
501,4,"13.1,1.3,1;0.5,8.2,9;4.7,4.0,10;17.8,3.3,5;12.2,4.4,8;18.9,7.3,9;6.4,1.8,5"
502,1,"14.5,10.0,10;10.4,2.1,8;18.2,6.2,9;3.5,7.6,6;3.2,7.0,1;19.8,8.0,5;14.2,2.9,10;5.1,6.6,7;16.0,7.0,10;18.6,1.1,9;19.9,3.5,9;6.6,7.6,9"
503,4,"0.8,1.0,3;8.6,5.6,10;6.8,2.1,2;3.1,2.2,7;6.1,7.2,10;2.7,0.6,2;4.8,2.0,8;3.9,1.2,4;7.3,0.8,7"
504,4,"6.6,11.9,5;6.9,10.2,5;9.3,2.7,7;6.1,8.9,4;3.7,14.8,3;6.2,8.3,5;5.5,6.5,3;6.7,13.5,3;1.3,5.4,7;7.0,3.2,4"
505,3,"8.2,3.1,6;3.8,0.8,8;2.4,1.1,6;9.2,0.8,6;3.4,1.8,7;7.1,0.6,8;8.2,1.4,5;4.1,2.3,4;5.7,2.8,1;4.7,3.3,1;0.8,0.6,3;3.8,1.1,8;2.0,1.6,4;6.1,2.0,2;0.5,0.7,4"
506,3,"7.3,2.5,7;5.8,0.9,10;4.3,5.9,8;6.3,1.5,5;4.3,0.5,9;4.2,0.7,10;0.8,2.4,1;7.9,0.8,1;6.6,1.6,1;4.1,1.3,8;9.9,2.1,3;9.0,1.1,4"
507,5,"3.3,12.8,7;2.8,11.9,5;3.6,11.2,5;2.2,1.3,6;0.7,2.4,3;0.6,13.0,3;1.5,12.1,6;1.5,1.5,4;0.4,10.8,4;0,8.2,7;0,3.8,4;0,2.6,5;1.3,13.7,5"
508,3,"2.6,1.3,4;4.5,1.8,5;0,8.9,4;8.0,5.9,4;1.8,4.5,5;7.0,7.3,4;6.0,13.9,5"
509,3,"3.7,3.6,6;5.2,2.7,5;11.3,1.5,7;1.2,6.4,9;3.3,7.9,9;3.7,9.0,7;4.1,2.9,5;17.0,4.9,6;15.2,3.7,9;13.7,3.0,8;6.5,6.1,8;0.9,7.1,8;5.7,1.9,5;14.6,1.5,7;3.5,3.9,7;6.0,2.8,6;17.6,6.4,9;4.8,6.3,9;4.6,2.8,10;13.5,4.3,1"
510,4,"2.5,4.9,3;2.2,13.1,6;3.8,9.1,4;8.0,14.5,4;2.2,7.9,3;2.3,6.3,6;4.8,2.0,3;0,13.5,5;4.5,14.7,7;4.5,12.6,7;2.1,14.4,7;0.3,11.9,3;1.4,14.5,3;2.5,1.8,4;2.8,11.1,7;2.7,3.3,7;2.9,1.4,4;1.0,9.9,3;2.0,1.2,6"
511,,"0,14.3,5;0,12.6,5;0,12.8,5;0,14.4,5;0,12.3,5;0,14.0,5;0,14.6,5;0,13.2,5;0,14.6,5;0,12.4,5;0,13.4,5;0,13.6,5;0,12.2,5;0,12.3,5;0,12.8,5"
512,2,"1.5,9.0,5;0.6,4.1,5;3.1,7.3,6;3.8,4.0,4;1.3,2.0,4"
513,1,"17.2,4.8,9;12.6,3.6,1;9.3,9.8,9;2.4,2.8,10;4.3,6.5,7;15.5,5.4,5;16.1,1.0,10;0.6,9.5,8;17.9,4.2,9;10.3,7.3,7;9.5,8.7,6;7.7,6.3,9;14.2,7.8,8;11.3,4.7,5;11.9,6.9,6;15.0,1.9,8;7.2,4.7,5;14.2,1.9,7;14.3,8.3,10"
514,2,"15.9,7.0,10;15.9,4.7,1;13.5,2.0,8;8.5,6.1,9;2.3,3.1,9;11.0,5.5,7;4.8,6.1,10"
515,2,"0.5,2.2,5;1.5,3.0,3;9.7,2.7,7;4.1,2.5,5;9.9,2.4,5;3.9,0.8,4;6.8,5.0,5;8.8,2.7,10;4.1,2.2,1;3.8,0.6,6;2.0,1.3,5;1.8,0.9,2;5.0,4.1,2;2.8,1.7,5"
516,1,"8.3,5.7,4;0.8,1.3,5;0.4,1.2,3;5.1,2.2,8;2.3,6.3,10;1.9,1.4,2;9.8,5.0,10;5.5,1.0,2;7.3,0.6,1;4.1,3.9,9;3.6,3.7,10;3.0,1.7,5;3.2,0.9,7;5.6,1.6,5;2.5,2.0,8;4.7,3.5,6;2.4,2.9,3;3.1,1.2,7"
517,4,"6.3,2.6,1;6.6,1.2,10;6.9,3.5,5;1.1,2.0,6;6.9,1.5,8;1.9,0.7,1;7.7,1.7,10;0.7,2.9,10;1.1,4.1,4"
518,3,"8.0,0.9,9;1.3,1.3,2;1.6,1.0,2;6.6,1.7,1;1.7,1.7,9;4.4,0.7,9;6.8,0.7,6;10.0,1.6,8;6.7,2.0,8"
519,2,"1.3,8.5,5;0,8.3,6;0,4.2,5;0,2.3,6;2.4,11.7,5;0.2,13.9,5;3.5,9.7,6;3.7,8.3,6;0.6,9.4,5;1.1,6.0,3;0,2.2,7"
520,,"0,10.7,5;0,10.6,5;0,10.7,5;0,9.4,5;0,10.3,5"
521,4,"3.4,1.1,2;4.6,2.2,10;8.7,3.3,9;8.3,4.4,9;8.2,0.9,4;0.8,0.6,6;8.4,3.2,7"
522,3,"2.6,3.6,6;4.6,11.6,4;4.0,10.7,6;4.8,6.0,7;5.7,12.2,6;2.6,2.6,3;5.3,2.5,5;6.2,6.8,6;9.2,10.1,6"
523,1,"4.5,3.1,8;4.7,4.6,9;6.3,0.9,10;2.9,1.1,9;8.4,0.9,7;10.0,1.1,7;0.3,3.0,5;5.3,0.7,2;3.5,2.0,4;8.2,2.1,7"
524,1,"5.2,2.0,3;1.5,0.7,10;8.5,3.2,6;6.0,1.9,9;4.6,2.1,5;2.1,5.3,2;2.7,1.2,1;5.6,8.2,2;2.1,4.7,5"
525,4,"3.9,2.1,7;2.4,12.6,7;0.6,9.1,4;2.2,11.2,5;6.1,13.7,3;1.4,2.3,3;0.3,12.2,5;7.5,8.0,5;2.7,3.2,3;9.1,11.9,3;6.7,10.7,3;5.4,8.3,7;6.2,1.7,3;3.5,5.3,4;5.1,12.2,3;0.7,12.4,5"
526,2,"14.5,5.2,5;3.2,5.2,5;6.7,7.0,9;8.0,9.0,10;17.5,1.7,6;15.7,8.5,10;2.5,2.5,9;3.4,2.3,5;3.4,5.1,6;1.9,4.3,10;15.4,3.3,8;0.4,8.2,8;5.2,3.2,7;7.6,7.3,8;12.3,1.9,1"
527,4,"6.7,10.7,3;3.2,12.8,5;2.4,11.6,4;4.3,9.1,5;2.5,3.7,4;0.5,12.3,6;0,9.1,3;4.0,14.6,4;3.2,5.1,6;2.3,9.6,6;1.7,7.5,5;5.8,14.9,5;2.6,4.5,3;3.4,12.2,7;4.7,2.7,6;4.1,7.8,5;0,11.9,7;3.0,14.7,6;2.6,7.2,6;2.3,11.4,4"
528,2,"4.7,1.8,1;15.3,8.1,7;17.8,4.2,9;11.9,1.3,6;10.1,1.3,10;11.5,5.9,8;3.3,9.3,10"
529,4,"2.6,8.4,10;1.0,6.8,5;8.3,9.0,8;7.1,5.1,10;3.9,2.2,10;4.5,5.6,9;12.5,6.5,9;9.4,8.7,9;7.4,2.9,7;3.1,9.1,8;16.0,6.1,10;16.0,7.0,6;19.5,6.0,7;10.9,8.4,10;11.3,1.0,5;0.9,9.4,9;2.0,4.1,7;19.3,3.4,6;19.7,8.1,1"
530,4,"4.5,3.8,8;3.0,2.3,2;7.3,0.8,5;0.8,4.6,9;10.0,1.4,8;9.9,2.1,6;9.3,1.4,7;8.7,0.5,10;8.4,0.6,2;5.6,2.0,2"
531,1,"13.1,5.0,8;12.6,8.1,5;12.6,2.4,5;1.2,9.1,6;12.5,7.6,10;7.4,6.3,8;1.8,5.9,9;16.4,6.3,1;0.0,3.5,9;5.1,1.8,5;14.1,2.2,7;7.9,3.8,6;14.0,1.4,7;2.8,1.8,6;18.1,4.0,6;18.1,6.8,8;5.6,1.8,8;11.1,2.0,6"
532,4,"6.9,2.3,7;3.2,1.8,2;8.5,0.6,3;4.8,1.3,1;9.5,6.5,10;1.5,1.6,4;3.1,2.9,3;9.1,2.7,1;2.5,1.5,5;0.6,0.9,7;8.9,7.5,4;8.8,0.8,10;8.3,1.5,6;4.5,6.9,2;6.3,1.9,5;8.3,2.3,10;5.5,2.7,1;2.9,0.6,8;4.1,12.7,8;0.9,2.9,4"
533,5,"3.6,11.6,5;3.3,4.5,3;1.1,14.2,3;0,1.7,3"
534,2,"9.9,3.1,10;4.5,1.2,4;9.2,5.0,7;4.3,0.8,4;9.1,5.9,9;9.9,0.5,9;8.4,3.4,7;7.4,2.4,9;1.1,1.6,10;8.3,0.8,9"
535,5,"3.1,11.5,7;1.6,10.9,4;1.9,1.2,7;0,5.7,4;1.5,3.1,5;1.7,6.4,7;0,1.5,5;0,5.6,4;5.4,4.5,5;0,1.4,7;0.8,10.8,7;0.7,9.0,4;0,9.8,5;0,8.5,7;2.1,15.0,3;0,9.7,5;0.6,2.9,4;3.3,3.1,4;0,3.7,3"
536,4,"0.7,1.8,5;1.5,0.8,6;7.1,1.4,2;7.4,3.0,1;6.9,1.9,4;8.9,0.7,9;9.0,2.7,10;2.3,1.5,2;0.3,0.8,4;5.8,1.8,9;5.3,0.6,7;2.9,1.9,3;6.7,2.1,4;3.8,5.9,1;8.5,8.5,9;0.7,2.7,1;7.7,4.9,5;3.1,1.0,10;9.4,1.1,1"
537,2,"1.0,7.2,7;2.9,12.2,5;3.3,1.8,5;3.7,14.5,5;6.4,1.1,6;4.3,4.9,3;1.5,2.2,5;8.1,4.7,3;6.1,2.1,7"
538,3,"18.5,4.8,1;6.1,5.3,8;14.0,5.7,9;11.2,3.2,8;5.4,7.9,10;5.3,7.6,9;13.9,2.5,9;10.8,4.3,9;15.4,7.5,10;1.0,1.0,5;8.1,3.3,10;1.9,9.1,10;15.0,9.6,8;6.2,4.1,6;12.1,1.2,5;14.4,9.6,7"
539,,"0,5.7,5;0,5.3,5;0,5.4,5;0,5.9,5;0,5.0,5;0,5.4,5;0,5.9,5;0,5.3,5;0,5.6,5;0,5.4,5;0,5.1,5;0,5.4,5;0,5.8,5;0,5.7,5;0,5.5,5"
540,4,"1.6,2.7,5;3.6,6.2,1;1.5,2.6,10;7.7,2.0,6;15.7,8.4,5;11.1,6.4,7;14.4,8.0,8;15.1,5.7,10;5.2,2.7,8;1.2,6.2,10;17.0,1.2,6;2.8,4.5,9;14.7,4.9,9;8.3,5.0,5;16.6,6.8,9;10.5,8.6,5"
541,3,"4.5,2.1,1;4.3,3.3,9;8.9,1.3,5;2.8,1.0,5;9.0,1.5,7;5.0,3.5,10;5.9,0.9,1;1.2,1.7,9;1.4,4.3,6;2.6,1.9,8;6.0,0.8,7;9.1,1.6,5"
542,2,"9.7,5.8,1;18.0,6.9,10;0.8,8.7,5;3.0,8.3,8;5.0,1.3,7;2.9,6.3,5"
543,3,"14.2,2.0,10;13.1,3.6,6;9.3,9.3,10;14.9,8.6,1"
544,1,"1.4,1.4,4;2.1,2.3,10;1.3,1.3,10;6.0,5.3,7;4.1,1.1,4"
545,5,"1.9,3.0,4;2.2,8.0,3;1.0,1.6,3;0.6,10.9,3"
546,2,"0.5,7.9,6;4.4,3.3,4;3.1,2.7,5;3.7,13.2,6;0.3,13.3,5;8.5,3.3,5;2.9,13.2,7;7.0,2.2,6;0,3.7,4;3.6,3.0,6;0.6,13.3,6;0.4,2.3,7;1.1,10.0,3;2.6,12.1,3;1.6,5.6,6;5.0,2.9,7"
547,1,"0.5,10.0,9;12.5,3.9,1;3.4,5.3,9;5.6,8.2,5;1.1,3.8,6;3.1,9.8,7;19.2,5.2,8;3.4,8.8,10;19.4,4.4,6;6.7,7.4,6;8.0,1.3,7;3.0,8.3,8;5.1,9.6,5;13.3,6.7,10;1.1,2.8,9;19.3,7.4,8;4.0,7.5,8"
548,1,"0.5,1.6,7;3.5,7.0,1;6.9,6.9,2;2.0,4.2,4;1.3,3.1,4;0.5,1.3,8;4.7,2.7,3;8.3,2.2,8;0.2,2.3,4;3.1,2.3,7;4.8,2.4,4;5.2,3.0,4;6.6,2.6,1;0.9,0.6,3;1.2,1.6,8;0.2,1.5,4;7.0,1.5,9;4.7,1.5,4"
549,1,"5.0,3.3,7;14.3,6.7,9;18.0,10.0,8;14.1,3.2,6;19.8,4.0,6;7.6,3.5,10;6.6,7.8,5;17.8,7.2,1;14.8,3.3,10;3.0,8.9,5;8.4,8.6,10"
550,3,"5.5,0.8,6;8.0,2.8,9;0.0,0.7,8;1.1,10.4,6;9.5,0.8,10;7.5,3.2,4;1.2,2.1,6;1.0,3.0,8;1.9,1.1,5;7.7,0.7,2"
551,2,"2.4,6.7,4;4.5,6.9,6;2.6,10.9,7;4.6,5.4,6;1.0,7.3,6;3.3,10.6,4;0,11.5,5;2.5,4.4,5;2.0,7.9,5;1.3,6.7,5"
552,1,"2.9,2.6,4;2.6,5.4,8;9.0,1.8,8;8.2,2.2,3;4.9,0.8,7;6.0,6.2,9;4.0,5.1,4;1.5,0.8,2;7.7,8.1,1"
553,1,"16.1,6.1,9;7.9,7.7,8;9.6,5.7,9;4.3,1.8,7;0.5,5.9,6;8.3,7.6,10;16.3,1.6,9;15.9,6.0,5;1.8,8.1,1;17.3,4.1,10;12.0,2.5,10"
554,2,"4.6,12.7,3;0,14.7,5;1.7,12.1,7;0,4.9,3;0.1,5.5,4;0.8,8.0,6;1.5,7.2,6"
555,4,"7.9,1.6,2;3.5,2.8,3;7.4,2.4,4;1.7,1.3,3;4.1,1.2,9"
556,2,"2.1,4.7,4;0.1,6.9,6;4.1,6.4,5;0,7.6,4;0.3,12.6,3;2.1,4.1,6;0.6,11.1,3;2.9,6.5,3;4.0,10.0,4;1.1,12.3,6;6.1,5.6,3"
557,3,"5.5,7.8,5;7.7,11.2,4;5.5,10.1,4;3.0,2.9,6;3.6,14.9,3"
558,2,"2.5,9.8,1;4.5,1.5,9;10.2,6.3,10;16.0,6.1,9;4.3,9.0,7;5.7,2.3,9;17.9,8.1,9;19.8,2.2,8;6.1,8.4,9;11.6,9.5,6;19.6,2.3,6;15.2,1.7,6;13.9,6.8,5;11.8,9.5,9;10.2,7.7,7;12.3,2.3,9;19.7,9.9,6"
559,3,"1.5,7.6,8;9.5,0.7,10;8.3,2.4,2;7.4,0.9,4;6.4,0.7,7;7.4,5.4,8;5.0,3.7,3;1.5,1.2,8;5.9,2.1,10;3.5,0.9,6;5.6,1.5,3;6.5,1.6,4"
560,2,"2.3,7.0,6;0.3,8.4,9;13.4,4.7,7;11.4,8.7,9;17.9,5.9,1;7.2,7.6,5;17.8,3.2,10;4.6,6.3,5;19.9,4.1,7;9.4,9.9,7;15.5,8.9,5;10.2,4.7,7;15.6,5.4,10;12.8,7.6,7"
561,4,"6.1,3.7,9;9.2,2.6,2;3.3,4.1,4;1.8,4.9,10;3.8,2.2,8;7.2,1.4,8;8.6,1.7,3;9.1,5.2,4;8.0,2.5,8;3.4,0.5,4;3.1,1.1,3;8.4,5.5,6;6.4,1.4,5;4.9,0.6,3;5.6,1.1,4;4.7,2.0,4;8.6,0.8,8;4.5,0.8,6"
562,2,"8.6,6.2,3;8.2,1.0,3;2.9,4.2,1;3.9,3.8,7;8.0,1.7,3;7.6,2.5,4;0.6,1.9,6;9.1,1.3,7;9.4,0.7,1;3.7,0.7,8;1.6,1.9,6;9.0,1.7,3;0.7,1.7,8;8.2,8.1,4;5.1,1.2,8;6.4,4.4,2;8.5,4.4,2;5.9,1.1,8;4.7,1.3,7;8.5,2.4,9"
563,4,"12.9,4.4,9;1.9,2.4,7;16.7,7.5,10;15.5,2.8,9;7.2,5.7,1;17.3,2.4,8;7.7,1.4,8;13.8,9.1,10;9.0,1.8,10;7.9,5.4,7;9.6,2.6,7;7.1,5.5,9"
564,2,"3.0,0.6,6;0.4,2.9,10;9.7,5.1,5;4.7,4.5,3;8.8,2.4,1;4.8,1.7,6;0.2,1.5,6;2.4,0.7,9;3.5,1.1,9"
565,3,"2.3,0.8,8;8.9,6.6,6;1.4,4.0,8;3.5,3.1,9;5.5,0.9,5;6.4,5.0,2;3.8,5.4,9;7.1,0.5,2;6.9,1.3,6"
566,,"0,9.6,5;0,10.6,5;0,9.7,5;0,9.6,5;0,11.6,5;0,10.1,5;0,10.9,5;0,10.2,5;0,10.0,5;0,10.0,5;0,10.2,5"
567,3,"0.8,11.7,5;4.3,2.5,3;3.6,10.3,4;7.0,10.0,6;3.6,13.4,4"
568,4,"8.3,0.5,3;3.1,4.0,4;5.2,3.0,8;7.1,1.2,6;0.7,2.0,1;0.9,1.6,1;9.6,4.6,5;1.3,2.7,4;9.2,2.9,6"
569,,"0,11.8,5;0,12.8,5;0,11.8,5;0,11.9,5;0,12.2,5;0,11.2,5;0,12.2,5;0,11.3,5;0,11.0,5;0,10.8,5;0,12.0,5"
570,5,"1.8,1.8,4;2.8,4.9,4;0.0,6.9,5;1.3,6.8,3;5.8,9.9,4;3.6,8.6,3;0,11.0,6;1.7,2.1,7;0.6,4.6,5;3.3,1.5,6;6.7,12.2,7;5.8,11.7,5;0,14.4,5;2.8,2.3,4;3.2,11.4,5;3.1,10.8,7;3.0,5.4,4;5.2,14.1,6"
571,1,"7.4,2.5,6;16.0,1.7,6;18.5,3.0,8;6.5,7.7,8;10.4,8.9,5;13.2,1.1,1;5.8,4.0,7;16.0,7.2,8;19.3,6.2,6;13.2,2.9,6;14.3,2.9,6;3.6,9.4,5;5.0,5.0,6"
572,2,"0,6.3,7;2.5,14.3,5;1.7,2.2,6;0.4,13.2,3;0.8,12.7,6;0.3,4.0,3;1.5,5.7,4;3.4,11.8,4;2.3,9.3,4;1.1,2.7,6;1.7,3.1,6;0,4.2,5;1.9,14.7,4;2.8,11.0,4;0.8,6.9,6;5.8,11.1,7;2.6,10.5,5;3.1,2.3,5;6.6,8.3,5;2.7,1.4,4"
573,2,"17.1,3.7,9;5.8,1.3,9;3.6,8.5,7;18.1,6.1,8;11.1,6.4,8;1.0,8.8,7;14.1,6.5,1;16.5,4.5,7;10.2,7.3,6"
574,2,"4.2,2.0,8;2.4,5.0,10;1.7,1.8,9;6.4,4.0,5;6.2,5.4,7;0.4,4.6,2;8.6,1.6,3;5.4,1.6,3;5.4,0.7,4;0.4,1.7,7;5.7,1.4,8;1.2,2.1,1;3.9,0.9,1;6.9,0.6,5;6.6,2.4,10;0.6,0.9,4"
575,,"0,12.1,5;0,11.8,5;0,13.0,5;0,12.5,5;0,12.0,5"
576,2,"18.0,2.8,9;1.5,8.5,6;12.2,1.1,1;6.7,4.7,10"
577,4,"1.9,5.4,3;1.5,4.8,7;1.5,2.4,10;7.0,0.7,7;3.1,6.5,9;5.2,0.6,9;6.1,1.1,7;5.4,2.8,10;8.9,2.9,4;5.1,0.7,9;1.3,0.6,1;8.5,2.2,4;0.7,1.3,4;7.1,5.1,2"
